1;50;0.00728149;0.0408997;0.178033
1;100;0.10232;0.535738;0.190988
1;150;0.52393;2.71179;0.193204
1;200;1.64874;8.57004;0.192385
2;50;0.00666175;0.0404983;0.164494
2;100;0.102107;0.681513;0.149824
2;150;0.522262;3.47255;0.150397
2;200;1.65103;11.6311;0.141949
4;50;0.00625016;0.0371598;0.168197
4;100;0.0981993;0.615101;0.159647
4;150;0.490961;3.09256;0.158756
4;200;1.55475;9.70416;0.160214
8;50;0.00671691;0.0401816;0.167164
8;100;0.107952;0.630465;0.171226
8;150;0.548391;3.19023;0.171897
8;200;1.74012;9.9825;0.174317
12;50;0.00690864;0.0455546;0.151656
12;100;0.109489;0.640766;0.170873
12;150;0.554032;3.18639;0.173875
12;200;1.7503;10.0504;0.174151
16;50;0.0068065;0.0497238;0.136886
16;100;0.107097;0.643759;0.166362
16;150;0.544024;3.20131;0.169938
16;200;1.75228;10.0441;0.174459
24;50;0.00693987;0.0510859;0.135847
24;100;0.109546;0.636334;0.172151
24;150;0.55354;3.21757;0.172036
24;200;1.74926;10.1097;0.173028
