10000_12_2.04116
10000_16_1.95052
10000_1_13.3119
10000_24_1.99357
10000_2_6.96397
10000_4_3.95078
10000_8_2.43166
1000_12_0.0194471
1000_16_0.0312847
1000_1_0.123765
1000_24_0.0170965
1000_2_0.0828953
1000_4_0.0536459
1000_8_0.0339721
100_12_0.00198127
100_16_0.000508833
100_1_0.00121195
100_24_0.000356213
100_2_0.00079884
100_4_0.000467674
100_8_0.000358171
10_12_0.0001375
10_16_0.000679827
10_1_5.7572e-05
10_24_0.000224
10_2_0.000386821
10_4_0.000127135
10_8_0.000104918
1_12_3.3499e-05
1_16_6.9706e-05
1_1_0.000281257
1_24_5.3582e-05
1_2_1.0813e-05
1_4_1.8294e-05
1_8_2.5182e-05
2000_12_0.0647238
2000_16_0.0619662
2000_1_0.427251
2000_24_0.056756
2000_2_0.21542
2000_4_0.143681
2000_8_0.0863708
250_12_0.00223921
250_16_0.0016351
250_1_0.00658326
250_24_0.00133627
250_2_0.00356819
250_4_0.00257947
250_8_0.00242275
3000_12_0.140868
3000_16_0.142474
3000_1_1.13317
3000_24_0.118557
3000_2_0.52074
3000_4_0.261571
3000_8_0.171794
5000_12_0.395908
5000_16_0.392426
5000_1_3.19361
5000_24_0.414491
5000_2_1.60163
5000_4_0.80458
5000_8_0.555334
500_12_0.0079836
500_16_0.0222705
500_1_0.0277786
500_24_0.00449399
500_2_0.0143109
500_4_0.00897704
500_8_0.00745016
8000_12_1.06344
8000_16_1.01048
8000_1_7.79699
8000_24_0.97304
8000_2_3.89553
8000_4_2.00622
8000_8_1.30222
