mode,nRows,nCols,nChannels,nCentroids,nIterations,time,timePerCycle,
tbb,1080,1000,3,4,9,0.036623,0.00406922,
tbb,1285,1920,3,4,12,0.070662,0.0058885,
tbb,1440,1920,3,4,6,0.041369,0.00689483,
tbb,1638,2048,3,4,19,0.151665,0.00798237,
tbb,2250,4256,3,4,21,0.443544,0.0211211,
