mode,nRows,nCols,nChannels,nCentroids,nIterations,time,timePerCycle,
seq,1080,1000,3,13,17,1.13598,0.0668222,
seq,1285,1920,3,13,10,1.4621,0.14621,
seq,1440,1920,3,13,30,5.30567,0.176856,
seq,1638,2048,3,13,6,1.23163,0.205271,
seq,1333,2000,3,13,51,8.98488,0.176174,
