mode,nRows,nCols,nChannels,nCentroids,nIterations,time,timePerCycle,
seq,1080,1000,3,7,12,0.450849,0.0375708,
seq,1285,1920,3,7,32,2.91031,0.0909472,
seq,1440,1920,3,7,26,2.65326,0.102049,
seq,1638,2048,3,7,17,2.19134,0.128903,
seq,2250,4256,3,7,21,7.64571,0.364082,
