mode,nRows,nCols,nChannels,nCentroids,nIterations,time,timePerCycle,
omp,1080,1000,3,17,14,0.20026,0.0143043,
omp,1285,1920,3,17,13,0.324168,0.024936,
omp,1440,1920,3,17,40,1.18432,0.0296081,
omp,1638,2048,3,17,6,0.158772,0.026462,
omp,2250,4256,3,17,6,0.397626,0.066271,
