mode,nRows,nCols,nChannels,nCentroids,nIterations,time,timePerCycle,
tbb,1080,1000,3,13,12,0.156527,0.0130439,
tbb,1285,1920,3,13,25,0.644276,0.025771,
tbb,1440,1920,3,13,16,0.448243,0.0280152,
tbb,1638,2048,3,13,7,0.22522,0.0321743,
tbb,1333,2000,3,13,9,0.244985,0.0272206,
