mode,nRows,nCols,nChannels,nCentroids,nIterations,time,timePerCycle,
omp,1080,1000,3,13,20,0.129683,0.00648415,
omp,1285,1920,3,13,9,0.123559,0.0137288,
omp,1440,1920,3,13,38,0.631223,0.0166111,
omp,1638,2048,3,13,26,0.528899,0.0203423,
omp,1333,2000,3,13,38,0.583349,0.0153513,
