mode,nRows,nCols,nChannels,nCentroids,nIterations,time,timePerCycle,
tbb,1080,1000,3,7,23,0.102123,0.00444013,
tbb,1285,1920,3,7,11,0.0923622,0.00839656,
tbb,1440,1920,3,7,18,0.173845,0.00965806,
tbb,1638,2048,3,7,37,0.44345,0.0119851,
tbb,1333,2000,3,7,16,0.146441,0.00915256,
